CASE_ID;Региональный_филиал;Населенный_пункт;Код_открытия_обращения;Код_закрытия_обращения;Технология;Услуга;Количество_операций_в_выполнении_процесса;Общее_время_выполнения_процесса
482846892##8913349;Петербургский филиал ОАО «ххх» г. Санкт-Петербург;САНКТ-ПЕТЕРБУРГ;01. Отсутствует синхронизация;Повреждение не обнаружено, услуга работает;PON;ШПД;8;93:39:00
482846893##8913350;Петербургский филиал ОАО «ххх» г. Санкт-Петербург;КРОНШТАДТ;"Нет зуммера ""ответ станции""";Произведен мелкий ремонт;Медная пара;ОТА;6;93:50:06
482846894##8913354;Петербургский филиал ОАО «ххх» г. Санкт-Петербург;САНКТ-ПЕТЕРБУРГ;Непрерывный зуммер «ответ станции»;Замена пары в магистральном кабеле;Медная пара;ОТА;12;96:54:19
482846895##8913355;Архангельский филиал ОАО «ххх»;СЕВЕРОДВИНСК;Замена клиентского оборудования;Замена блока питания CPE;PON;IP-TV;16;91:03:33
482846896##8913366;Петербургский филиал ОАО «ххх» г. Санкт-Петербург;САНКТ-ПЕТЕРБУРГ;"Нет зуммера ""ответ станции""";Комнатная проводка до клиента (до квартиры абонента/в подъезде);Медная пара;ОТА;8;97:46:13
482846897##8913369;Архангельский филиал ОАО «ххх»;АРХАНГЕЛЬСК;01. Отсутствует синхронизация;Замена оптического коннектора;PON;ШПД;10;102:00:30
482846898##8913373;Петербургский филиал ОАО «ххх» Ленинградская обл.;РАХЬЯ ГП;Искажение на всех каналах;Распределительный шкаф (шнур, контактный винт, обрыв кроссировки, отсутствие винтов, ламелей);xDSL;IP-TV;9;93:25:11
482846899##8913375;Мурманский филиал ОАО «ххх»;ОЛЕНЕГОРСК;02. Не отображаются стр., нет авторизации;Замена коннектора;FTTx;ШПД;8;92:25:18
482846900##8913377;Петербургский филиал ОАО «ххх» Ленинградская обл.;ВЫБОРГ;Отсутствие на всех каналах;Настройка STB;PON;IP-TV;8;93:24:44
482846901##8913380;Петербургский филиал ОАО «ххх» г. Санкт-Петербург;САНКТ-ПЕТЕРБУРГ;01. Отсутствует синхронизация;Кабельные оконечные устройства (КРТ, КЯ);DOCSIS;ШПД;8;96:09:00
482846902##8913386;Архангельский филиал ОАО «ххх»;СЕВЕРОДВИНСК;Замена (восстановление) проводки;Комнатная проводка до клиента (до квартиры абонента/в подъезде);Медная пара;ОТА;16;91:53:30
482846903##8913389;Псковский филиал ОАО «ххх»;ПОРХОВ;"Нет зуммера ""ответ станции""";Ошибка/неверные действия пользователя;Медная пара;ОТА;6;93:53:39
482846904##8913390;Петербургский филиал ОАО «ххх» г. Санкт-Петербург;САНКТ-ПЕТЕРБУРГ;"Нет зуммера ""ответ станции""";Муфта магистрального кабеля;Медная пара;ОТА;6;96:53:30
482846905##8913394;Петербургский филиал ОАО «ххх» г. Санкт-Петербург;САНКТ-ПЕТЕРБУРГ;01. Отсутствует синхронизация;Замена коннектора;PON;ШПД;8;95:30:12
482846906##8913399;Петербургский филиал ОАО «ххх» г. Санкт-Петербург;ПУШКИН;01. Отсутствует синхронизация;Замена оптического коннектора;PON;ШПД;8;93:29:29
482846907##8913403;Петербургский филиал ОАО «ххх» г. Санкт-Петербург;САНКТ-ПЕТЕРБУРГ;"Нет зуммера ""ответ станции""";Необнаруженные повреждения;Медная пара;ОТА;8;95:50:09
482846908##8913404;Петербургский филиал ОАО «ххх» Ленинградская обл.;СВЕТОГОРСК;"Нет зуммера ""ответ станции""";Распределительная коробка;Медная пара;ОТА;6;93:43:29
482846909##8913410;Петербургский филиал ОАО «ххх» г. Санкт-Петербург;САНКТ-ПЕТЕРБУРГ;01. Отсутствует синхронизация;Неисправность домового усилителя;DOCSIS;ШПД;6;94:48:25
482846910##8913420;Петербургский филиал ОАО «ххх» г. Санкт-Петербург;САНКТ-ПЕТЕРБУРГ;Прослушивается автоинформатор;Прочие с указанием причины;Медная пара;ОТА;8;93:46:19
482846911##8913421;Коми филиал ОАО «ххх»;УХТА;01. Отсутствует синхронизация;Повреждение ОРШ;PON;ШПД;8;93:59:29
482846912##8913425;Архангельский филиал ОАО «ххх»;НОВОДВИНСК;"Нет зуммера ""ответ станции""";Отказ от заявки/вызова;Медная пара;ОТА;14;97:34:18
482846913##8913428;Петербургский филиал ОАО «ххх» г. Санкт-Петербург;КОЛПИНО;"Нет зуммера ""ответ станции""";Распределительный шкаф (шнур, контактный винт, обрыв кроссировки, отсутствие винтов, ламелей);Медная пара;ОТА;6;93:29:09
